Gene	Synonmys	all	aml	anal	rectal	colon	bladder	uterine	bone	breast	cns	esophageal	gastric	kaposi	melanoma	ovarian	cervical	mds	nhl	pancreas	nsclc	sclc	hnscc
DGCR8	54487;C22orf12;DGCR8;ENSG00000128191;Q8WYQ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DICER1	23405;DICER1;ENSG00000100697;MNG1;Q9UPY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB1	3337;DNAJB1;ENSG00000132002;HSPF1;P25685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM2	1785;DNM2;ENSG00000079805;P50570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNMT3A	1788;DNMT3A;ENSG00000119772;Q9Y6K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DROSHA	29102;DROSHA;ENSG00000113360;Q9NRR4;RNASEN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L1	22947;DUX4;ENSG00000258389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	1879;EBF;EBF1;ENSG00000164330;Q9UH73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECT2L	345930;C6orf91;ECT2L;ENSG00000203734;Q008S8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EED	8726;EED;ENSG00000074266;O75530	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EGFR	1956;EGFR;ENSG00000146648;ERBB;P00533	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF1AX	1964;EIF1A;EIF1AX;EIF4C;ENSG00000173674;P47813	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
EIF3E	3646;EIF3E;EIF3S6;ENSG00000104408;INT6;P60228	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4A2	1974;EIF4A2;EIF4F;ENSG00000156976;Q14240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF3	1999;ELF3;ENSG00000163435;ESX;P78545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ELF4	2000;ELF4;ENSG00000102034;Q99607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELK4	2005;ELK4;ENSG00000158711;P28324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELL	8178;C19orf17;ELL;ENSG00000105656;P55199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELN	2006;ELN;ENSG00000049540;P15502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EML4	27436;C2orf2;EML4;ENSG00000143924;Q9HC35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EP300	2033;ENSG00000100393;EP300;Q09472	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
EPAS1	2034;ENSG00000116016;EPAS1;Q99814	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EPHA3	2042;ENSG00000044524;EPHA3;ETK;ETK1;P29320;TYRO4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EPHA7	2045;ENSG00000135333;EPHA7;Q15375	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EPS15	2060;ENSG00000085832;EPS15;P42566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERBB2	2064;ENSG00000141736;ERBB2;HER2;NGL;P04626	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
ERBB3	2065;ENSG00000065361;ERBB3;LCCS2;P21860	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERBB4	2066;ENSG00000178568;ERBB4;Q15303	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ERC1	23085;ENSG00000082805;ERC1;Q8IUD2;RAB6IP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC2	2068;ENSG00000104884;ERCC2;P18074;XPD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC3	2071;ENSG00000163161;ERCC3;P19447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC4	2072;ENSG00000175595;ERCC4;Q92889;XPF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC5	2073;ENSG00000134899;ERCC5;ERCM2;P28715;XPGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERG	2078;ENSG00000157554;ERG;P11308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESR1	2099;ENSG00000091831;ESR;ESR1;P03372	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ETNK1	55500;ENSG00000139163;ETNK1;Q9HBU6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETV1	2115;ENSG00000006468;ETV1;P50549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETV4	2118;ENSG00000175832;ETV4;P43268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETV5	2119;ENSG00000244405;ETV5;P41161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETV6	2120;ENSG00000139083;ETV6;P41212	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EWSR1	2130;ENSG00000182944;EWSR1;Q01844	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
EXT1	2131;ENSG00000182197;EXT1;LGCR;LGS;Q16394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXT2	2132;ENSG00000151348;EXT2;Q93063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EZH2	2146;ENSG00000106462;EZH2;Q15910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EZR	7430;ENSG00000092820;EZR;P15311;VIL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM131B	9715;ENSG00000159784;FAM131B;Q86XD5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FAM135B	51059;ENSG00000147724;FAM135B;Q49AJ0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM46C	54855;ENSG00000183508;FAM46C;Q5VWP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM47C	442444;ENSG00000198173;FAM47C;Q5HY64	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FANCA	2175;ENSG00000187741;FACA;FANCA;FANCH;O15360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCC	2176;ENSG00000158169;FACC;FANCC;Q00597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCD2	2177;ENSG00000144554;FACD;FANCD;FANCD2;Q9BXW9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCE	2178;ENSG00000112039;FACE;FANCE;Q9HB96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCF	2188;ENSG00000183161;FANCF;Q9NPI8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCG	2189;ENSG00000221829;FANCG;O15287;XRCC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAS	355;ALPS1A;APO+AC0-1;APT1;CD95;ENSG00000026103;FAS;FAS1;FASTM;P25445;TNFRSF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAT1	2195;ENSG00000083857;FAT;FAT1;Q14517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FAT3	120114;ENSG00000165323;FAT3;Q8TDW7	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAT4	79633;ENSG00000196159;FAT4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0
FBLN2	2199;ENSG00000163520;FBLN2;P98095	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO11	80204;ENSG00000138081;FBXO11;Q86XK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW7	55294;ENSG00000109670;FBXW7;Q969H0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGR2B	2213;ENSG00000072694;FCG2;FCGR2;FCGR2B;P31994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCRL4	83417;ENSG00000163518;FCRL4;Q96PJ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEN1	2237;ENSG00000168496;FEN1;P39748;RAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FES	2242;ENSG00000182511;FES;P07332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FEV	54738;ENSG00000163497;FEV;Q99581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	2260;ENSG00000077782;FGFR1;FLT2;KAL2;P11362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1OP	11116;ENSG00000213066;FGFR1OP;O95684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR2	2263;BEK;CFD1;ENSG00000066468;FGFR2;JWS;KGFR;P21802	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FGFR3	2261;ACH;ENSG00000068078;FGFR3;P22607	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR4	2264;ENSG00000160867;FGFR4;P22455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FH	2271;ENSG00000091483;FH;P07954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHIT	2272;ENSG00000189283;FHIT;P49789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIP1L1	81608;ENSG00000145216;FIP1L1;Q6UN15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP9	11328;ENSG00000122642;FKBP9;O95302	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FLCN	201163;ENSG00000154803;FLCN;Q8NFG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLI1	2313;ENSG00000151702;FLI1;Q01543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	2316;ENSG00000196924;FLN;FLN1;FLNA;OPD1;OPD2;P21333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT3	2322;ENSG00000122025;FLT3;P36888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT4	2324;ENSG00000037280;FLT4;P35916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNBP1	23048;ENSG00000187239;FNBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXA1	3169;ENSG00000129514;FOXA1;HNF3A;P55317	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXL2	668;BPES;ENSG00000183770;FOXL2;P58012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO1	2308;ENSG00000150907;FKHR;FOXO1;FOXO1A;Q12778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO3	2309;ENSG00000118689;FKHRL1;FOXO3;FOXO3A;O43524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO4	4303;ENSG00000184481;FOXO4;MLLT7;P98177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXP1	27086;ENSG00000114861;FOXP1;Q9H334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXR1	283150;ENSG00000176302;FOXR1;Q6PIV2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FSTL3	10272;ENSG00000070404;FSTL3;O95633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUBP1	8880;ENSG00000162613;FUBP;FUBP1;Q96AE4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FUS	2521;ALS6;ENSG00000089280;FUS;P35637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS7	8522;ENSG00000007237;GAS7;O60861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATA1	2623;ENSG00000102145;GATA1;GF1;P15976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATA2	2624;ENSG00000179348;GATA2;P23769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATA3	2625;ENSG00000107485;GATA3;P23771	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GLI1	2735;ENSG00000111087;GLI;GLI1;P08151	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GMPS	8833;ENSG00000163655;GMPS;P49915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNA11	2767;ENSG00000088256;GNA11;HHC2;P29992	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
GNAQ	2776;ENSG00000156052;GNAQ;P50148	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	2778;ENSG00000087460;GNAS;GNAS1;P63092	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GOLGA5	9950;ENSG00000066455;GOLGA5;Q8TBA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOPC	57120;ENSG00000047932;GOPC;Q9HD26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
GPC3	2719;ENSG00000147257;GPC3;P51654;SDYS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC5	2262;ENSG00000179399;GPC5;P78333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPHN	10243;ENSG00000171723;GPHN;Q9NQX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIN2A	2903;ENSG00000183454;GRIN2A;NMDAR2A;Q12879	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
GRM3	2913;ENSG00000198822;GRM3;Q14832	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
H3F3A	3020;ENSG00000163041;H3F3;H3F3A;P84243	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
H3F3B	3020;ENSG00000132475;H3F3B;P84243	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERPUD1	9709;ENSG00000051108;HERPUD1;Q15011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEY1	23462;ENSG00000164683;HEY1;Q9Y5J3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIF1A	3091;ENSG00000100644;HIF1A;Q16665	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
HIP1	3092;ENSG00000127946;HIP1;O00291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H3B	8350;ENSG00000124693;H3FL;HIST1H3B;P68431	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H4I	8294;ENSG00000198339;H4FM;HIST1H4I;P62805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA+AC0-A	3105;ENSG00000206503;HLA+AC0-A;P04439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLF	3131;ENSG00000108924;HLF;Q16534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGA1	3159;ENSG00000137309;HMGA1;HMGIY;P17096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGA2	8091;ENSG00000149948;HMGA2;HMGIC;P52926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN2P46		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNF1A	6927;ENSG00000135100;HNF1A;MODY3;TCF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA2B1	3181;ENSG00000122566;HNRNPA2B1;HNRPA2B1;P22626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOOK3	84376;ENSG00000168172;HOOK3;Q86VS8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA11	3207;ENSG00000005073;HOX1;HOX1I;HOXA11;P31270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA13	3209;ENSG00000106031;HOX1;HOX1J;HOXA13;P31271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA9	3205;ENSG00000078399;HOX1;HOX1G;HOXA9;P31269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC11	3227;ENSG00000123388;HOX3H;HOXC11;O43248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC13	3229;ENSG00000123364;HOX3;HOX3G;HOXC13;P31276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD11	3237;ENSG00000128713;HOX4;HOX4F;HOXD11;P31277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD13	3239;HOX4I;HOXD13;P35453;SPD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRAS	3265;ENSG00000174775;HRAS;HRAS1;P01112	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
HSP90AA1	3320;ENSG00000080824;HSP90AA1;HSPC1;HSPCA;P07900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSP90AB1	3326;ENSG00000096384;HSP90AB1;HSPC2;HSPCB;P08238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID3	3399;ENSG00000117318;ID3;Q02535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDH1	3417;ENSG00000138413;IDH1;O75874	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IDH2	3418;ENSG00000182054;IDH2;P48735	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IGF2BP2	10644;ENSG00000073792;IGF2BP2;Q9Y6M1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
IGH		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGK		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGL		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKBKB	3551;ENSG00000104365;IKBKB;O14920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKZF1	10320;ENSG00000185811;IKZF1;Q13422;ZNFN1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL2	3558;ENSG00000109471;IL2;P60568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL21R	50615;ENSG00000103522;IL21R;Q9HBE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL6ST	3572;ENSG00000134352;IL6ST;P40189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL7R	3575;ENSG00000168685;IL7R;P16871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF4	3662;ENSG00000137265;IRF4;MUM1;Q15306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRS4	8471;ENSG00000133124;IRS4;O14654	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
ISX	91464;ENSG00000175329;ISX;Q2M1V0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ITGAV	3685;ENSG00000138448;ITGAV;MSK8;P06756;VNRA;VTNR	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITK	3702;ENSG00000113263;ITK;Q08881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAK1	3716;ENSG00000162434;JAK1;JAK1B;P23458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAK2	3717;ENSG00000096968;JAK2;O60674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAK3	3718;ENSG00000105639;JAK3;P52333	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAZF1	221895;ENSG00000153814;JAZF1;Q86VZ6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUN	3725;ENSG00000177606;JUN;P05412	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
KAT6A		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KAT6B	23522;ENSG00000156650;KAT6B;MYST4;Q8WYB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KAT7	11143;ENSG00000136504;KAT7;MYST2;O95251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ5	3762;ENSG00000120457;KCNJ5;P48544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM5A	5927;ENSG00000073614;JARID1A;KDM5A;RBBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM5C	8242;ENSG00000126012;JARID1C;KDM5C;MRX13;P41229;SMCX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM6A	7403;ENSG00000147050;KDM6A;O15550;UTX	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KDR	3791;ENSG00000128052;KDR;P35968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDSR	2531;ENSG00000119537;FVT1;KDSR;Q06136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEAP1	9817;ENSG00000079999;KEAP1;Q14145	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1549	57670;ENSG00000122778;KIAA1549	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1598	57698;A0MZ66;ENSG00000187164;KIAA1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF5B	3799;ENSG00000170759;KIF5B;KNS1;P33176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIT	3815;ENSG00000157404;KIT;P10721;PBT	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KLF4	9314;ENSG00000136826;KLF4;O43474	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KLF6	1316;BCD1;COPEB;ENSG00000067082;KLF6;Q99612;ST12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KLK2	3817;ENSG00000167751;KLK2;P20151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KMT2A	4297;ENSG00000118058;KMT2A;MLL;Q03164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KMT2C	58508;ENSG00000055609;KMT2C;MLL3;Q8NEZ4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KMT2D	8085;ENSG00000167548;KMT2D;MLL2;O14686;TNRC21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KNSTRN	90417;C15orf23;ENSG00000128944;KNSTRN;Q9Y448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRAS	3845;ENSG00000133703;KRAS;KRAS2;P01116	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KTN1	3895;ENSG00000126777;KTN1;Q86UP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LARP4B	23185;ENSG00000107929;KIAA0217;LARP4B;LARP5;Q92615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LASP1	3927;ENSG00000002834;LASP1;Q14847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LATS1	9113;ENSG00000131023;LATS1;O95835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LATS2	26524;ENSG00000150457;LATS2;Q9NRM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCK	3932;ENSG00000182866;LCK;P06239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
